,experiment,response time (ms),Subject,block,sortCol,typeOrder
7,200 ms ,700.6617600000001,1,1,c,True
8,200 ms ,450.60096,1,1,c,True
9,200 ms ,442.90047999999996,1,1,c,True
10,200 ms ,348.24192,1,1,c,True
11,200 ms ,487.42400000000004,1,1,c,True
12,200 ms ,450.88768,1,1,c,True
13,200 ms ,443.92448,1,1,c,True
14,200 ms ,448.06144,1,1,c,True
15,200 ms ,419.14368,1,1,c,True
16,200 ms ,412.63104,1,1,c,True
17,200 ms ,394.81344,1,1,c,True
18,200 ms ,516.21888,1,1,c,True
19,200 ms ,404.02944,1,1,c,True
20,200 ms ,472.4736,1,1,c,True
21,200 ms ,524.12416,1,1,c,True
22,200 ms ,447.36512,1,1,c,True
23,200 ms ,459.28448,1,1,c,True
24,200 ms ,477.63455999999996,1,1,c,True
25,200 ms ,404.39808,1,1,c,True
26,200 ms ,440.64768,1,1,c,True
27,200 ms ,430.85824,1,1,c,True
28,200 ms ,402.8416,1,1,c,True
29,200 ms ,499.91679999999997,1,1,c,True
30,200 ms ,418.16063999999994,1,1,c,True
31,200 ms ,402.8416,1,1,c,True
32,200 ms ,452.77184,1,1,c,True
33,200 ms ,366.3872,1,1,c,True
34,200 ms ,420.0448,1,1,c,True
35,200 ms ,397.5168,1,1,c,True
36,200 ms ,456.704,1,1,c,True
37,200 ms ,500.61312000000004,1,1,c,True
39,200 ms ,376.4224,1,1,c,True
40,200 ms ,446.91456,1,1,c,True
41,200 ms ,403.0464,1,1,c,True
42,200 ms ,493.52704,1,1,c,True
43,200 ms ,433.68448,1,1,c,True
44,200 ms ,459.07968,1,1,c,True
45,200 ms ,404.48,1,1,c,True
46,200 ms ,441.9584,1,1,c,True
47,200 ms ,421.92896,1,1,c,True
48,200 ms ,502.74304,1,1,c,True
49,200 ms ,473.33376,1,1,c,True
50,200 ms ,488.36607999999995,1,1,c,True
51,200 ms ,442.94144,1,1,c,True
52,200 ms ,662.1184,1,1,c,True
53,200 ms ,579.54304,1,1,c,True
54,200 ms ,399.89248,1,1,c,True
55,200 ms ,667.7708799999999,1,1,c,True
56,200 ms ,548.6592,1,1,c,True
57,200 ms ,522.69056,1,1,c,True
58,200 ms ,453.59104,1,1,c,True
59,200 ms ,513.51552,1,1,c,True
60,200 ms ,526.21312,1,1,c,True
61,200 ms ,502.70208,1,1,c,True
62,200 ms ,486.11328,1,1,c,True
63,200 ms ,684.76928,1,1,c,True
64,200 ms ,482.26304,1,1,c,True
65,200 ms ,481.73055999999997,1,1,c,True
66,200 ms ,435.93728,1,1,c,True
67,200 ms ,497.29536,1,1,c,True
68,200 ms ,429.09696,1,1,c,True
69,200 ms ,494.79679999999996,1,1,c,True
70,200 ms ,464.19968,1,1,c,True
71,200 ms ,471.94112,1,1,c,True
72,200 ms ,456.99072,1,1,c,True
73,200 ms ,464.52736,1,1,c,True
74,200 ms ,423.81311999999997,1,1,c,True
75,200 ms ,474.43967999999995,1,1,c,True
76,200 ms ,520.3968,1,1,c,True
77,200 ms ,391.82336000000004,1,1,c,True
78,200 ms ,394.23999999999995,1,1,c,True
79,200 ms ,460.67712,1,1,c,True
80,200 ms ,495.8208,1,1,c,True
81,200 ms ,480.54272,1,1,c,True
82,200 ms ,487.95648,1,1,c,True
83,200 ms ,432.74240000000003,1,1,c,True
84,200 ms ,401.08032,1,1,c,True
85,200 ms ,574.99648,1,1,c,True
0,touch,726.8511999999998,2,1,a,False
1,touch,181.42784,2,1,a,False
3,touch,190.6848000000001,2,1,a,False
4,touch,241.92576,2,1,a,False
5,touch,179.05216000000013,2,1,a,False
6,touch,231.52192000000005,2,1,a,False
7,touch,206.65920000000006,2,1,a,False
8,touch,223.57568000000006,2,1,a,False
9,touch,196.99263999999994,2,1,a,False
10,touch,193.96159999999995,2,1,a,False
11,touch,192.65087999999974,2,1,a,False
12,touch,235.98655999999997,2,1,a,False
13,touch,219.93024000000005,2,1,a,False
14,touch,189.29216000000005,2,1,a,False
15,touch,193.55199999999994,2,1,a,False
16,touch,191.83168000000006,2,1,a,False
17,touch,208.13376000000005,2,1,a,False
18,touch,210.75520000000003,2,1,a,False
19,touch,221.65056000000004,2,1,a,False
0,touch,510.5823999999999,2,2,a,False
1,touch,193.1833599999999,2,2,a,False
2,touch,184.95039999999995,2,2,a,False
3,touch,233.65184000000005,2,2,a,False
4,touch,186.42496000000008,2,2,a,False
5,touch,199.36832000000004,2,2,a,False
6,touch,231.35808000000014,2,2,a,False
7,touch,167.70624,2,2,a,False
8,touch,168.23871999999994,2,2,a,False
9,touch,152.01855999999992,2,2,a,False
10,touch,253.80416000000005,2,2,a,False
11,touch,258.10495999999983,2,2,a,False
12,touch,207.15072000000012,2,2,a,False
13,touch,232.09536000000008,2,2,a,False
14,touch,186.13824,2,2,a,False
15,touch,354.0742400000001,2,2,a,False
16,touch,218.20992000000007,2,2,a,False
17,touch,196.41920000000002,2,2,a,False
18,touch,198.91775999999984,2,2,a,False
19,touch,175.6115199999999,2,2,a,False
60,100 ms ,212.1728,2,1,b,True
61,100 ms ,256.24575999999996,2,1,b,True
62,100 ms ,229.08928,2,1,b,True
63,100 ms ,265.87136,2,1,b,True
64,100 ms ,190.30016,2,1,b,True
65,100 ms ,181.53472000000002,2,1,b,True
66,100 ms ,298.59839999999997,2,1,b,True
67,100 ms ,253.50144000000003,2,1,b,True
68,100 ms ,301.056,2,1,b,True
69,100 ms ,220.69248,2,1,b,True
70,100 ms ,220.7744,2,1,b,True
71,100 ms ,344.06399999999996,2,1,b,True
72,100 ms ,298.59839999999997,2,1,b,True
73,100 ms ,316.90752,2,1,b,True
74,100 ms ,313.22112000000004,2,1,b,True
75,100 ms ,275.78368,2,1,b,True
76,100 ms ,303.30879999999996,2,1,b,True
77,100 ms ,483.20511999999997,2,1,b,True
78,100 ms ,316.74368000000004,2,1,b,True
79,100 ms ,300.72832,2,1,b,True
60,100 ms ,540.54912,2,2,b,True
61,100 ms ,204.55424,2,2,b,True
62,100 ms ,232.44799999999998,2,2,b,True
63,100 ms ,253.21472,2,2,b,True
64,100 ms ,263.9872,2,2,b,True
65,100 ms ,296.67328,2,2,b,True
67,100 ms ,264.02816,2,2,b,True
70,100 ms ,278.24127999999996,2,2,b,True
71,100 ms ,269.55776,2,2,b,True
72,100 ms ,400.13824,2,2,b,True
73,100 ms ,206.31552,2,2,b,True
75,100 ms ,204.92288,2,2,b,True
76,100 ms ,292.49536,2,2,b,True
77,100 ms ,320.63488,2,2,b,True
78,100 ms ,333.08672,2,2,b,True
79,100 ms ,551.07584,2,2,b,True
80,200 ms ,323.1744,2,1,c,True
81,200 ms ,251.53536,2,1,c,True
82,200 ms ,217.98912,2,1,c,True
83,200 ms ,210.86208000000002,2,1,c,True
84,200 ms ,258.33472,2,1,c,True
85,200 ms ,248.17664,2,1,c,True
86,200 ms ,276.52096,2,1,c,True
87,200 ms ,224.0512,2,1,c,True
88,200 ms ,231.30112,2,1,c,True
89,200 ms ,372.40832,2,1,c,True
90,200 ms ,227.45087999999998,2,1,c,True
91,200 ms ,276.31615999999997,2,1,c,True
92,200 ms ,276.93056,2,1,c,True
93,200 ms ,298.76224,2,1,c,True
94,200 ms ,248.75008000000003,2,1,c,True
95,200 ms ,256.69631999999996,2,1,c,True
96,200 ms ,259.15391999999997,2,1,c,True
97,200 ms ,254.60736,2,1,c,True
98,200 ms ,284.71296,2,1,c,True
99,200 ms ,250.47039999999998,2,1,c,True
80,200 ms ,225.32095999999999,2,2,c,True
81,200 ms ,187.55584,2,2,c,True
82,200 ms ,235.56096000000002,2,2,c,True
83,200 ms ,292.98688,2,2,c,True
84,200 ms ,271.11424,2,2,c,True
85,200 ms ,249.856,2,2,c,True
86,200 ms ,231.87456,2,2,c,True
87,200 ms ,251.69920000000002,2,2,c,True
88,200 ms ,259.85024,2,2,c,True
89,200 ms ,243.9168,2,2,c,True
90,200 ms ,310.55872,2,2,c,True
91,200 ms ,253.29664000000002,2,2,c,True
92,200 ms ,249.856,2,2,c,True
93,200 ms ,254.68928000000002,2,2,c,True
94,200 ms ,234.00448,2,2,c,True
95,200 ms ,292.08576000000005,2,2,c,True
96,200 ms ,223.10912,2,2,c,True
97,200 ms ,262.63552,2,2,c,True
98,200 ms ,277.34016,2,2,c,True
99,200 ms ,258.90816,2,2,c,True
100,400 ms ,255.38559999999998,2,1,d,True
101,400 ms ,266.93632,2,1,d,True
102,400 ms ,245.43232,2,1,d,True
103,400 ms ,242.93376,2,1,d,True
104,400 ms ,169.20576,2,1,d,True
105,400 ms ,231.91552,2,1,d,True
106,400 ms ,181.28896,2,1,d,True
107,400 ms ,307.52768000000003,2,1,d,True
108,400 ms ,287.17056,2,1,d,True
109,400 ms ,244.98175999999998,2,1,d,True
110,400 ms ,257.88415999999995,2,1,d,True
111,400 ms ,311.13216,2,1,d,True
112,400 ms ,251.16672,2,1,d,True
113,400 ms ,239.65696,2,1,d,True
114,400 ms ,380.10880000000003,2,1,d,True
115,400 ms ,306.87232,2,1,d,True
116,400 ms ,269.35296,2,1,d,True
117,400 ms ,285.12256,2,1,d,True
118,400 ms ,289.42336,2,1,d,True
119,400 ms ,214.2208,2,1,d,True
100,400 ms ,210.1248,2,2,d,True
101,400 ms ,255.30367999999999,2,2,d,True
102,400 ms ,236.78976,2,2,d,True
103,400 ms ,269.96736,2,2,d,True
104,400 ms ,273.40799999999996,2,2,d,True
105,400 ms ,295.97696,2,2,d,True
106,400 ms ,292.37248,2,2,d,True
107,400 ms ,264.6016,2,2,d,True
108,400 ms ,250.26559999999998,2,2,d,True
109,400 ms ,243.9168,2,2,d,True
110,400 ms ,224.66559999999998,2,2,d,True
111,400 ms ,265.74848000000003,2,2,d,True
112,400 ms ,346.84927999999996,2,2,d,True
113,400 ms ,286.96576,2,2,d,True
114,400 ms ,314.73664,2,2,d,True
115,400 ms ,239.45216,2,2,d,True
116,400 ms ,279.47008,2,2,d,True
117,400 ms ,354.22208,2,2,d,True
118,400 ms ,249.56928,2,2,d,True
119,400 ms ,247.15264000000002,2,2,d,True
120,800 ms ,317.68575999999996,2,1,e,True
121,800 ms ,403.82464,2,1,e,True
122,800 ms ,198.16448,2,1,e,True
123,800 ms ,292.41344000000004,2,1,e,True
124,800 ms ,218.112,2,1,e,True
125,800 ms ,179.93728000000002,2,1,e,True
126,800 ms ,487.95648,2,1,e,True
127,800 ms ,297.86111999999997,2,1,e,True
128,800 ms ,239.12448,2,1,e,True
129,800 ms ,316.00640000000004,2,1,e,True
130,800 ms ,270.25408,2,1,e,True
131,800 ms ,290.93888,2,1,e,True
132,800 ms ,210.57536,2,1,e,True
133,800 ms ,262.63552,2,1,e,True
134,800 ms ,253.41952,2,1,e,True
135,800 ms ,271.19616,2,1,e,True
136,800 ms ,296.30464,2,1,e,True
137,800 ms ,284.18048,2,1,e,True
138,800 ms ,319.16032,2,1,e,True
139,800 ms ,280.49408,2,1,e,True
120,800 ms ,323.1744,2,2,e,True
121,800 ms ,235.19232000000002,2,2,e,True
122,800 ms ,230.31808,2,2,e,True
123,800 ms ,254.1568,2,2,e,True
124,800 ms ,252.84607999999997,2,2,e,True
125,800 ms ,201.23648,2,2,e,True
126,800 ms ,258.2528,2,2,e,True
127,800 ms ,246.53824,2,2,e,True
128,800 ms ,264.23296,2,2,e,True
129,800 ms ,225.28,2,2,e,True
130,800 ms ,244.81792,2,2,e,True
131,800 ms ,281.3952,2,2,e,True
132,800 ms ,226.18112000000002,2,2,e,True
133,800 ms ,266.07616,2,2,e,True
134,800 ms ,264.84736,2,2,e,True
135,800 ms ,214.13888,2,2,e,True
136,800 ms ,219.70944,2,2,e,True
137,800 ms ,287.78495999999996,2,2,e,True
138,800 ms ,288.76800000000003,2,2,e,True
139,800 ms ,315.55584,2,2,e,True
1,touch,507.7151999999998,3,1,a,False
2,touch,477.69152000000014,3,1,a,False
4,touch,300.8262399999999,3,1,a,False
5,touch,155.99167999999986,3,1,a,False
7,touch,152.0595199999999,3,1,a,False
8,touch,174.7923199999999,3,1,a,False
9,touch,176.9222399999999,3,1,a,False
12,touch,172.6214399999999,3,1,a,False
13,touch,197.19744000000006,3,1,a,False
14,touch,166.84607999999977,3,1,a,False
15,touch,370.25343999999996,3,1,a,False
16,touch,163.44639999999998,3,1,a,False
17,touch,166.88703999999998,3,1,a,False
19,touch,462.49536,3,1,a,False
0,touch,465.1987200000001,3,2,a,False
1,touch,300.21184,3,2,a,False
3,touch,236.2732799999998,3,2,a,False
4,touch,358.8665599999998,3,2,a,False
5,touch,258.3916800000001,3,2,a,False
6,touch,317.98848000000015,3,2,a,False
8,touch,152.67391999999978,3,2,a,False
10,touch,172.12992000000006,3,2,a,False
12,touch,319.6678399999999,3,2,a,False
13,touch,203.0956800000001,3,2,a,False
14,touch,161.68512,3,2,a,False
15,touch,257.16287999999986,3,2,a,False
16,touch,221.40479999999997,3,2,a,False
17,touch,224.1491200000001,3,2,a,False
18,touch,168.73023999999992,3,2,a,False
19,touch,322.33024,3,2,a,False
67,100 ms ,206.97088,3,1,b,True
60,100 ms ,514.4576,3,2,b,True
83,200 ms ,408.65792,3,1,c,True
88,200 ms ,465.26464,3,1,c,True
92,200 ms ,494.51008,3,1,c,True
94,200 ms ,540.63104,3,1,c,True
97,200 ms ,552.5504,3,1,c,True
80,200 ms ,441.83552,3,2,c,True
84,200 ms ,674.6111999999999,3,2,c,True
87,200 ms ,440.97535999999997,3,2,c,True
88,200 ms ,408.49408,3,2,c,True
97,200 ms ,403.33312,3,2,c,True
100,400 ms ,586.42432,3,1,d,True
101,400 ms ,684.5235200000001,3,1,d,True
102,400 ms ,442.20416,3,1,d,True
103,400 ms ,589.66016,3,1,d,True
106,400 ms ,695.8694399999999,3,1,d,True
108,400 ms ,502.66112,3,1,d,True
110,400 ms ,525.59872,3,1,d,True
111,400 ms ,605.1430399999999,3,1,d,True
112,400 ms ,519.29088,3,1,d,True
113,400 ms ,432.25088,3,1,d,True
115,400 ms ,485.04832,3,1,d,True
116,400 ms ,598.54848,3,1,d,True
117,400 ms ,491.80672,3,1,d,True
118,400 ms ,630.90688,3,1,d,True
119,400 ms ,705.37216,3,1,d,True
100,400 ms ,455.35231999999996,3,2,d,True
102,400 ms ,511.09888,3,2,d,True
103,400 ms ,389.89824,3,2,d,True
104,400 ms ,487.54688,3,2,d,True
105,400 ms ,416.39936,3,2,d,True
108,400 ms ,746.9465600000001,3,2,d,True
109,400 ms ,538.54208,3,2,d,True
110,400 ms ,455.2704,3,2,d,True
115,400 ms ,382.60736,3,2,d,True
116,400 ms ,694.6406400000001,3,2,d,True
119,400 ms ,450.3552,3,2,d,True
120,800 ms ,857.7843200000001,3,1,e,True
121,800 ms ,923.6070400000001,3,1,e,True
123,800 ms ,450.3552,3,1,e,True
124,800 ms ,951.37792,3,1,e,True
125,800 ms ,413.53216,3,1,e,True
126,800 ms ,413.12256,3,1,e,True
128,800 ms ,395.14112,3,1,e,True
129,800 ms ,391.00416,3,1,e,True
130,800 ms ,507.16671999999994,3,1,e,True
132,800 ms ,348.32384,3,1,e,True
134,800 ms ,527.9744,3,1,e,True
135,800 ms ,505.03679999999997,3,1,e,True
137,800 ms ,556.4825599999999,3,1,e,True
120,800 ms ,481.44384,3,2,e,True
121,800 ms ,701.80864,3,2,e,True
122,800 ms ,994.304,3,2,e,True
123,800 ms ,894.27968,3,2,e,True
124,800 ms ,515.39968,3,2,e,True
125,800 ms ,790.0364800000001,3,2,e,True
127,800 ms ,379.24864,3,2,e,True
128,800 ms ,743.13728,3,2,e,True
129,800 ms ,673.75104,3,2,e,True
130,800 ms ,836.11648,3,2,e,True
131,800 ms ,569.8355200000001,3,2,e,True
132,800 ms ,517.28384,3,2,e,True
133,800 ms ,488.57088,3,2,e,True
134,800 ms ,513.06496,3,2,e,True
135,800 ms ,904.192,3,2,e,True
136,800 ms ,821.8624,3,2,e,True
137,800 ms ,513.67936,3,2,e,True
138,800 ms ,382.77119999999996,3,2,e,True
139,800 ms ,722.6572799999999,3,2,e,True
1,touch,504.72511999999983,4,1,a,False
2,touch,182.28800000000012,4,1,a,False
3,touch,153.69791999999993,4,1,a,False
4,touch,306.76543999999996,4,1,a,False
5,touch,204.24255999999997,4,1,a,False
6,touch,224.88639999999992,4,1,a,False
7,touch,172.74431999999985,4,1,a,False
8,touch,215.71136,4,1,a,False
9,touch,161.07071999999988,4,1,a,False
10,touch,176.18495999999993,4,1,a,False
11,touch,185.60576000000006,4,1,a,False
12,touch,196.78784000000005,4,1,a,False
13,touch,244.9568,4,1,a,False
14,touch,174.30079999999992,4,1,a,False
15,touch,201.58016,4,1,a,False
16,touch,188.10432000000011,4,1,a,False
17,touch,556.6623999999998,4,1,a,False
19,touch,210.42751999999987,4,1,a,False
0,touch,445.12832000000003,4,2,a,False
62,100 ms ,220.52864,4,1,b,True
75,100 ms ,785.77664,4,2,b,True
81,200 ms ,241.664,4,1,c,True
83,200 ms ,212.91008,4,1,c,True
84,200 ms ,349.06112,4,1,c,True
87,200 ms ,557.54752,4,1,c,True
81,200 ms ,346.80832,4,2,c,True
84,200 ms ,654.2950400000001,4,2,c,True
88,200 ms ,383.63136,4,2,c,True
89,200 ms ,595.10784,4,2,c,True
92,200 ms ,711.02464,4,2,c,True
96,200 ms ,753.74592,4,2,c,True
100,400 ms ,311.37791999999996,4,1,d,True
102,400 ms ,338.78016,4,1,d,True
103,400 ms ,369.74592,4,1,d,True
108,400 ms ,588.34944,4,1,d,True
110,400 ms ,570.4908800000001,4,1,d,True
116,400 ms ,596.33664,4,1,d,True
117,400 ms ,531.0464000000001,4,1,d,True
100,400 ms ,377.36448,4,2,d,True
102,400 ms ,304.82432,4,2,d,True
103,400 ms ,407.67488000000003,4,2,d,True
104,400 ms ,370.60608,4,2,d,True
108,400 ms ,679.56736,4,2,d,True
110,400 ms ,380.96896000000004,4,2,d,True
113,400 ms ,856.8832,4,2,d,True
115,400 ms ,555.33568,4,2,d,True
117,400 ms ,423.44448,4,2,d,True
118,400 ms ,599.94112,4,2,d,True
121,800 ms ,240.0256,4,1,e,True
122,800 ms ,324.1984,4,1,e,True
123,800 ms ,311.58272,4,1,e,True
124,800 ms ,315.55584,4,1,e,True
125,800 ms ,363.23328,4,1,e,True
129,800 ms ,436.67456,4,1,e,True
135,800 ms ,822.31296,4,1,e,True
136,800 ms ,465.87904000000003,4,1,e,True
120,800 ms ,337.18272,4,2,e,True
121,800 ms ,333.08672,4,2,e,True
122,800 ms ,881.8688,4,2,e,True
123,800 ms ,336.11776,4,2,e,True
125,800 ms ,317.11232,4,2,e,True
126,800 ms ,359.54688,4,2,e,True
127,800 ms ,750.26432,4,2,e,True
128,800 ms ,594.1248,4,2,e,True
129,800 ms ,577.41312,4,2,e,True
132,800 ms ,638.64832,4,2,e,True
134,800 ms ,456.74496,4,2,e,True
137,800 ms ,634.51136,4,2,e,True
139,800 ms ,714.83392,4,2,e,True
